Id	variety	sex	indivvidual	chemotype	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26
23	NESTOR	F	N024		-0.00948243308619676	0.26696812358659167	-0.0700238419495781	-0.3193942816189689	0.11990758617612116	0.26041240726305864	-0.11935070574658158	0.21720939150009239	-0.2104830635893741	0.14415973337996685	-0.26786368819579226	0.03292189345323609	-0.2618265078853658	-0.09435084050970771	-0.18985506486891213	-0.21947688110000194	0.0893046466063317	-0.2840627740957852	0.2024566676496011	-0.19038529952155375	0.26156647107309455	-0.06431670122200453	0.25388828220053644	0.06668048411488367	0.20176165161611564	0.1836347447701931
24	NESTOR	M	N025		0.002649156521691478	0.26561948909238725	-0.044898439509534135	-0.32468391577432526	0.11978312319603618	0.24751492002225126	-0.11568759907560235	0.23157413622223372	-0.2184684170601628	0.16686617451563093	-0.27946369241205826	0.05120113508725188	-0.2615013381524949	-0.0932726955985217	-0.18791379383954637	-0.2380697123058445	0.10657408971107712	-0.277885612933084	0.20561853281015657	-0.18993133774979426	0.2437637229185668	-0.06578219646803808	0.2393536024387724	0.05839870656377187	0.19019105245309803	0.1684509093260809
25	NESTOR	M	N026		-0.022155354634078923	0.2884395681708429	-0.04966929200249677	-0.3151015025227267	0.1406677862491479	0.2609333159435208	-0.13300797956289037	0.22223198077150313	-0.22554284740694466	0.14743002539503525	-0.27648805207369204	0.038129500096162325	-0.25168779872614744	-0.09019392261826426	-0.17535360156051286	-0.2206218906366548	0.09503529734950092	-0.2782968750438588	0.19462727205117938	-0.1913615551931494	0.24791452222548369	-0.07445747670841346	0.24810694907211664	0.04773171369252582	0.20755309901933464	0.16513711865347688
26	NESTOR	F	N027	1	-0.006438461486194244	0.2661364928672518	-0.04234419546388492	-0.3200530747185012	0.1219928017905414	0.23832608978751044	-0.12278988147419097	0.23575523659873732	-0.2182015821920965	0.1652576266012539	-0.27839123763908	0.047239988805720834	-0.2659723618130923	-0.0942021227146311	-0.1863627406739567	-0.23142156706631245	0.10713748153242815	-0.2799947157026078	0.20190472936799717	-0.189720180328024	0.2429658427600964	-0.06532552482452285	0.2426961957191015	0.059262312215850585	0.20380340957233145	0.16873943847827477
27	NESTOR	M	N028		-0.0017316481513317827	0.2904943725020053	-0.009108542834477287	-0.3239797322784967	0.14229167819044447	0.24490326630353496	-0.12714638178239396	0.24483065211717278	-0.23417246492104732	0.1756770060878778	-0.289684121206872	0.051126192289314386	-0.26846810901479323	-0.09663913624012156	-0.1611542697646284	-0.2320165536023311	0.11034021921293578	-0.27274569563796935	0.1895944321473277	-0.18907145750310356	0.22685236316709123	-0.0779765547064437	0.22801377328550904	0.0369123101756097	0.19437307167223597	0.14848533049295082
28	MILSTEIN	F	M029	1	-0.003828842742198798	0.2905877808303543	-0.059147991090625504	-0.34611842111786667	0.10209122322247029	0.26442164906166393	-0.10519939263677117	0.2436881051174789	-0.1948387750248533	0.16841949524688263	-0.24972957103986945	0.04236462088236652	-0.2468135968857481	-0.10486188309849356	-0.17482859598723732	-0.244391460673948	0.08499088227736926	-0.2885479606781225	0.19418010749397574	-0.19421603171134524	0.24514516666478336	-0.06805389281479675	0.2334274310556575	0.06021741495709123	0.17455195469304768	0.17649058399873524
29	MILSTEIN	M	M030		-0.009026955142670455	0.2824478462569159	-0.08024849439613498	-0.3353671486567595	0.09550831452230674	0.2757593656212226	-0.10425770683634979	0.2294007793675814	-0.18612643879470162	0.1503533625702777	-0.24582844267132684	0.035607789020987615	-0.23742533188554016	-0.09946300760966721	-0.18815409206158923	-0.23718842293654924	0.08068059692482156	-0.2989983337047204	0.19700800409502867	-0.20168912696445057	0.2557668206299736	-0.06741962681322397	0.24335345159947	0.07187438657717417	0.1787502740167122	0.19468213727121197
30	MILSTEIN	F	M031	1	-0.00647687202361295	0.2812976395378469	-0.06153489445024643	-0.3358026266140328	0.10776299668000654	0.2569755633783379	-0.11021477395248844	0.2341829614332187	-0.20240006506716662	0.16247703857499846	-0.25712456404993095	0.04416398310944372	-0.24009345668741108	-0.09995955087351951	-0.1839284372083909	-0.24424886468870968	0.08896405040509539	-0.294340485837318	0.1899518834097994	-0.19359183906347924	0.24375297418969136	-0.0627359811958795	0.23953698269139018	0.06848188452120584	0.19180417606326497	0.18310027771788723
31	MILSTEIN	F	M032	2	-0.015532744891054214	0.3009138882137303	-0.07282751221885256	-0.3312414505462208	0.11977560548258259	0.2805116827190083	-0.10940905670721178	0.23091835104929803	-0.19601695522460613	0.152206090346452	-0.24126586993104376	0.03051214712835068	-0.23012476926958514	-0.11067135807399525	-0.18519478090079328	-0.24741493273189702	0.0784591691193524	-0.2916546539471341	0.18469982524814693	-0.19777394572918575	0.23916862467063446	-0.06792284998337858	0.23883583479248155	0.06500592287156293	0.18943262982994905	0.18661110868340938
32	MILSTEIN	F	M033	1	-0.02013578936925095	0.2941111481289824	-0.04696158319529294	-0.3298337255100057	0.11521093653862129	0.2622644021680795	-0.12172448729224242	0.24038820337862007	-0.20639512213930736	0.1636364741523728	-0.25801452997775065	0.04751711518454731	-0.23314612424024866	-0.09269494457354974	-0.1735085985955721	-0.2385621562738368	0.09661622831933207	-0.2966202010719053	0.18897166358851278	-0.20529199453474173	0.23187698382558283	-0.07532376339059603	0.2352770341402129	0.05593075372009958	0.19193338839740337	0.1744786886219338
33	MILSTEIN	F	M034	1	-0.01920802830530026	0.29046864883196194	-0.051053342745830274	-0.32715216012097376	0.11163118368900644	0.2673845839005626	-0.12156019725589964	0.23513174229776113	-0.2086402412721144	0.16086448548219875	-0.26065033300446483	0.04718347130425363	-0.23913756023311217	-0.08869843133398199	-0.17339091059759082	-0.2295524650879636	0.09844662242669865	-0.29010200432400435	0.20148534053937434	-0.20980002524862518	0.23694976840385432	-0.08008100599493626	0.2410936390213403	0.052823551582655434	0.1840340593340384	0.17152960871109177
34	MILSTEIN	F	M035	1	-0.03863538562988157	0.2879612110683351	-0.05615709771147448	-0.3227508628078211	0.10149387747310791	0.2566006830886878	-0.13396468470445805	0.23788499238413088	-0.2087192901417318	0.16466443870334851	-0.24994504824225136	0.049774171418902155	-0.23766784586961223	-0.08499046223938768	-0.1712602154612773	-0.21915209335198665	0.0969121748682999	-0.2944423258888959	0.2047644082112755	-0.2121573075382282	0.2516174472885058	-0.08353518193101078	0.24826177110709363	0.04976954965659311	0.19329988881240426	0.17037318743733262
35	MILSTEIN	M	M036		-0.019125810351216715	0.29496305064265627	-0.06022176361872063	-0.3361298969720746	0.09977508039171429	0.26443344566140015	-0.11401198469541046	0.23961486538543664	-0.1997451299070229	0.16579981503304864	-0.2501750476340901	0.047207670979965116	-0.23609176642010393	-0.09513610095085127	-0.1751831341918444	-0.2374533734602643	0.09094795073979076	-0.291397794122458	0.20066089711073376	-0.20407160215006137	0.24527099189700832	-0.07542578353608764	0.24011990646012865	0.05549005078142433	0.17777981021903375	0.17210565270786626
36	MILSTEIN	F	M037	1	-0.010951834545865565	0.2861565301856762	-0.06073789786707949	-0.3318692390769839	0.09940258935494506	0.26594454738346934	-0.11087687220055716	0.23858781569534784	-0.19722252219333694	0.1661345508934096	-0.24802120059201996	0.04457125313288819	-0.24562974312859537	-0.0989094185142557	-0.1845510448857228	-0.2371572984972037	0.09455977186259493	-0.2947287344407407	0.20022372813006556	-0.19870455686350708	0.25396653922027684	-0.0720174346373943	0.23701745095164584	0.05682969004088647	0.17282103589364892	0.1751622946984076
37	MILSTEIN	NA	M038		-0.0071363735922893475	0.2816862008049383	-0.04276711510123517	-0.3327413210499337	0.09444531206577016	0.25373638506366786	-0.1115604401740912	0.23635011784043616	-0.2107771720414952	0.17487637094180017	-0.2606315221727966	0.05823716505792822	-0.24840544538124337	-0.08751388810920477	-0.176811549801917	-0.2325503014983403	0.1057300461345701	-0.30101222332967237	0.19871835272959582	-0.20258033051425103	0.24710071598402833	-0.0718843165610384	0.23985875242520519	0.056369996749701404	0.17223643892589804	0.1670261446039682
38	MILSTEIN	M	M039		-0.012812482896610765	0.28588165837003365	-0.05974903897290787	-0.3253009590623018	0.1211498516264578	0.2625736572816745	-0.1197031247338021	0.2319919380043122	-0.20974476352379645	0.16084057210079308	-0.2541589873810659	0.038740598029672654	-0.24779270471236237	-0.10421607175569442	-0.18619943555669233	-0.23945685635466565	0.09044070984712593	-0.2845426443895371	0.1914957362320622	-0.18835042814964312	0.248590129779429	-0.06615533863049954	0.2468006175800324	0.05710634634294959	0.1916834927121309	0.17088752821290576
39	MILSTEIN	F	M040	1	-0.006164691233750859	0.2867956424251906	-0.05320258104824444	-0.3365275773448749	0.10062924395820089	0.26588338202015754	-0.10700811728059172	0.23589594635284925	-0.19919991539634377	0.16296465886970307	-0.2598134997508071	0.04917108734918563	-0.24211357983374432	-0.09160171839517456	-0.1776835554287532	-0.23666657608580782	0.09626252054778331	-0.29960838406562	0.19587109002298483	-0.2024107258742204	0.24601222737363115	-0.07213292596876819	0.23216279110907	0.05944102452316954	0.17424806696056544	0.17879616619421013
40	MILSTEIN	F	M041	1	-0.00796964555141626	0.2679114429815206	-0.07264957348455658	-0.3368536518516705	0.08853693567432643	0.25514964167010934	-0.10568750413909969	0.22629962790695798	-0.19575039303005531	0.1622616611403878	-0.24778104393964795	0.04802404456904906	-0.24339867967402243	-0.09241957641451505	-0.1900791978455088	-0.23478892671652757	0.09036968497804153	-0.30537529048272655	0.20139614358455815	-0.2045463290617691	0.2513643464856953	-0.06022657064049499	0.24686082077709698	0.08057751708359592	0.1847881061645889	0.19398640981608262
41	MILSTEIN	F	M042	1	-0.02396259090193304	0.2908035588562543	-0.05708793302468032	-0.3313998250719794	0.09805249289745133	0.26338254136305467	-0.11774131363032793	0.24206890986614302	-0.1933122067924185	0.16371651910060173	-0.24489309069275875	0.04336615897480345	-0.2409130276259744	-0.09618743556184	-0.17742944141304165	-0.2317617316914007	0.09195340757260442	-0.30378067359778604	0.18949572018039804	-0.20359599154318425	0.2492557611828138	-0.07301452996918371	0.24312490506439402	0.05892048658705207	0.1834573171834733	0.17748201268746483
42	MILSTEIN	F	M043	2	-0.019761742046026175	0.2814061537692163	-0.07960392497447477	-0.3217157503968046	0.09571219470367556	0.266847636813483	-0.11246300909298362	0.22359750487312816	-0.19719075734772917	0.15242116941649678	-0.2457963956399452	0.03825138165021294	-0.24164720965940426	-0.09618016443656358	-0.19341493444953503	-0.2291149469240489	0.08928181441771887	-0.2909228518647418	0.20976853954946997	-0.20853507291048787	0.25598973557271343	-0.07183209675518414	0.25142657307305594	0.06791214000627115	0.18769911589346452	0.18786489675902254
43	MILSTEIN	M	M044		0.019340027198935236	0.2781850553553631	-0.05656529478864285	-0.3494403623461892	0.09782410546992282	0.23796726725874964	-0.08702576244827338	0.25004301924942207	-0.18777132187136542	0.17245994460006298	-0.26497686024315625	0.041379431524115544	-0.26342893112454585	-0.11805487434211388	-0.1968942063473981	-0.2693531168705539	0.08831862041797607	-0.2757961042756534	0.19031065258872995	-0.17203008499053404	0.24094792547699356	-0.046939162719045906	0.23514720725232185	0.07493133958416974	0.18477383841850248	0.17664764797220728
44	MILSTEIN	M	M045		0.0038399133320401735	0.2919288523469368	-0.04910633664025655	-0.3349728673481727	0.12153610866687425	0.27207976061788025	-0.10410984431993607	0.23479599284050273	-0.20168821992781802	0.15930736153874542	-0.26114475228642614	0.037801556193504685	-0.251348880734197	-0.10485810152395636	-0.17831937910227613	-0.24219361517881366	0.0930119158397788	-0.2917927793545822	0.186955910192353	-0.19680731107941798	0.23116294980370128	-0.06729797170808739	0.22952877177915948	0.06253946235713964	0.1796818433970025	0.17946966029832084
45	MILSTEIN	F	M046	2	-0.0052439367243258955	0.26260989028656906	-0.05999615247598499	-0.33872784376935794	0.0805675847163399	0.24056344121286166	-0.10303900052772999	0.2330772162109169	-0.19437838246242883	0.1663415657699797	-0.26112591358599097	0.05495513878756616	-0.25569768072442306	-0.0838611314598303	-0.18617839682708187	-0.22726314290701158	0.10091936586203165	-0.3088533288170615	0.20615611533472306	-0.2030734226417263	0.25800584751414724	-0.06222456333098843	0.23998014782594596	0.07655567947642386	0.1800304020747779	0.189900501181659
46	MILSTEIN	F	M047	1	-0.00903313471624468	0.26545856181460575	-0.07582073945037858	-0.3072537956260259	0.0870668912125965	0.25627299409445803	-0.10704157342326756	0.2200549438372845	-0.1950856924938502	0.14360166176586767	-0.260900247483291	0.02935504058745807	-0.27347731445391604	-0.09489498218263606	-0.2061125597747421	-0.2118295514999343	0.09704703225056616	-0.2909567856877038	0.21563874311207426	-0.19709150122024893	0.27664659739801034	-0.06774069545470106	0.2627152064247943	0.06864865492730071	0.18835679139764855	0.1863754546442753
47	MILSTEIN	M	M048		-0.0032520967690909466	0.28043207296888906	-0.055585568914341965	-0.3472418932242004	0.09181026427510112	0.25547123639957403	-0.10174809631469857	0.23915056119426734	-0.1935800344838396	0.16799697448662332	-0.25676244144385324	0.05260866334052203	-0.24171580347601215	-0.09349067595156871	-0.1777322770793309	-0.24397707948024638	0.09194533289200951	-0.3018758387914579	0.192784112858542	-0.1997715395892909	0.2431931935627408	-0.06623715819906448	0.2297470352353584	0.06951237508992633	0.18089637965741556	0.18742230175602656
